fips,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop20104,pop2010,pop2011,pop2012,pop2013,pop2014
42119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44947,44972,45069,45139,44719,44874
42121,57459,57039,56623,56289,55791,55487,55123,54789,54505,54183,NA,NA,NA,NA,NA,NA
42121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54984,54945,54707,54235,53908,53529
42123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41815,41753,41476,41212,40944,40703
42123,43785,43526,42966,42523,42155,41554,41153,41003,40776,40638,NA,NA,NA,NA,NA,NA
42125,202943,203087,202968,203558,203728,204874,205435,205748,206740,207389,NA,NA,NA,NA,NA,NA
42125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,207820,207891,208080,208431,208194,208187
42127,47893,47992,48292,48837,49272,50123,51602,51837,51268,51337,NA,NA,NA,NA,NA,NA
42127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52822,52883,52217,51685,51649,51401
42129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365169,365063,364373,363100,361080,359320
42129,369695,368313,366836,366332,365325,364458,363645,363131,362627,362251,NA,NA,NA,NA,NA,NA
42131,28046,28084,27926,27919,27989,27896,27874,27939,27891,27808,NA,NA,NA,NA,NA,NA
42131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28276,28232,28290,28348,28142,28131
42133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434972,435543,436868,437699,439393,440755
42133,382749,385397,388885,393622,399490,406555,414969,421589,425766,428937,NA,NA,NA,NA,NA,NA
44000,1050736,1058051,1066034,1071504,1071414,1064989,1060196,1055009,1053502,1053209,NA,NA,NA,NA,NA,NA
44001,50723,51001,51076,50914,50881,50574,50138,49979,49878,49542,NA,NA,NA,NA,NA,NA
44001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49875,49846,49284,49238,49263,49060
44003,167484,168686,169826,171083,171153,170551,169416,168658,168635,168752,NA,NA,NA,NA,NA,NA
44003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166158,166009,165306,164900,164923,165128
44005,85657,85442,85509,85255,84513,82794,83367,81305,80699,80300,NA,NA,NA,NA,NA,NA
44005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82888,83158,83003,82884,82457,82358
44007,622881,627678,632849,636454,636721,633405,630186,628280,627437,627690,NA,NA,NA,NA,NA,NA
44007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626667,626965,627922,629368,630171,631974
44009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126979,127100,126505,126247,126540,126653
44009,123991,125244,126774,127798,128146,127665,127089,126787,126853,126925,NA,NA,NA,NA,NA,NA
45000,4023570,4062701,4103934,4146474,4201306,4256199,4339399,4424232,4503280,4561242,NA,NA,NA,NA,NA,NA
45001,26226,26287,26202,26104,25965,25644,25440,25318,25236,25098,NA,NA,NA,NA,NA,NA
45001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25417,25345,25117,25065,25008,24965
45003,142726,143405,144706,145941,147589,148684,150834,153098,154601,156017,NA,NA,NA,NA,NA,NA
45003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,160099,160589,161894,163426,164294,164753
45005,11200,10964,11003,10917,10814,10733,10544,10418,10407,10195,NA,NA,NA,NA,NA,NA
45005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10419,10353,10260,10004,9822,9695
45007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187126,187322,188563,189365,190754,192810
45007,166319,168716,169920,171196,172666,174332,177244,180155,182937,184901,NA,NA,NA,NA,NA,NA
45009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15987,15970,15864,15790,15440,15182
45009,16609,16408,16266,15955,15814,15734,15604,15394,15185,15005,NA,NA,NA,NA,NA,NA
45011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22621,22614,22404,22294,22164,21959
45011,23446,23395,23199,23256,23043,23038,22969,22977,22896,22688,NA,NA,NA,NA,NA,NA
45013,122077,124794,128547,131014,134926,139458,144190,147970,152164,155215,NA,NA,NA,NA,NA,NA
45013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162233,162958,164106,167782,171569,175852
45015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177843,178934,183664,189493,193881,198205
45015,143131,144568,145904,147785,150720,152092,158007,163455,169586,173498,NA,NA,NA,NA,NA,NA
45017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15175,15106,15170,14922,15078,14878
45017,15224,15261,15139,15121,14981,14874,14817,14778,14642,14621,NA,NA,NA,NA,NA,NA
45019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350209,351235,357737,365472,372913,381015
45019,311047,314506,320050,325336,333122,337584,341425,344506,349778,355276,NA,NA,NA,NA,NA,NA
45021,52665,52990,53333,53266,53427,53522,53860,54151,54629,54714,NA,NA,NA,NA,NA,NA
45021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55342,55511,55588,55671,55743,56024
45023,34111,33938,33873,33606,33240,32887,32658,32645,32732,32410,NA,NA,NA,NA,NA,NA
45023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33140,33116,32841,32645,32601,32337
45025,42836,42888,42990,42843,42700,42713,42658,42901,43072,43037,NA,NA,NA,NA,NA,NA
45025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46734,46647,46605,46100,46189,46125
45027,32536,32703,32694,32667,32762,32747,32772,32704,33104,32988,NA,NA,NA,NA,NA,NA
45027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34971,34949,34652,34269,34211,34113
45029,38333,38427,38606,38729,38895,38990,38911,39146,39349,39246,NA,NA,NA,NA,NA,NA
45029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38892,38911,38488,38230,37834,37771
45031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68681,68636,68258,68165,67946,67799
45031,67441,67553,67697,67559,67099,66889,66906,66751,66863,66445,NA,NA,NA,NA,NA,NA
45033,30675,30881,30791,30771,30817,30711,30748,30735,30778,30912,NA,NA,NA,NA,NA,NA
45033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32062,32087,31730,31447,31255,31127
45035,96697,98413,100589,103418,106254,111753,118187,124023,127830,130417,NA,NA,NA,NA,NA,NA
45035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136555,137555,140081,142470,145287,148469
45037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26985,26951,26727,26328,26308,26553
45037,24538,24515,24639,24928,25184,25409,25180,25417,25588,25752,NA,NA,NA,NA,NA,NA
45039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23956,23843,23576,23371,23143,22976
45039,23529,23580,23749,23654,23919,23677,23636,23298,23458,23343,NA,NA,NA,NA,NA,NA
45041,125819,126245,127007,128014,128968,129809,131102,132276,133368,134208,NA,NA,NA,NA,NA,NA
45041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136885,137077,137488,138060,138434,139231
45043,56041,56788,57686,58378,59176,59525,59841,60354,60753,60703,NA,NA,NA,NA,NA,NA
45043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60158,60173,60196,60284,60520,60773
45045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451225,452695,459009,466758,474223,482752
45045,381124,386393,391087,395325,400858,407533,418555,431215,442635,451428,NA,NA,NA,NA,NA,NA
45047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69661,69713,69785,69833,69689,69520
45047,66293,66594,67055,67368,67370,67756,68205,68438,69087,69671,NA,NA,NA,NA,NA,NA
45049,21357,21240,21134,21173,20950,20982,20906,21089,20996,21014,NA,NA,NA,NA,NA,NA
45049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21090,21056,20774,20719,20395,20405
45051,198132,201918,206280,211086,218220,228708,240735,250904,258790,263868,NA,NA,NA,NA,NA,NA
45051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269291,270561,275490,281990,289527,298832
45053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24777,24940,25418,25973,26710,27170
45053,20707,20884,20873,20920,21034,21308,21762,22211,22746,23221,NA,NA,NA,NA,NA,NA
45055,52836,53346,53470,54220,54891,55834,57239,58456,59309,60042,NA,NA,NA,NA,NA,NA
45055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61697,61678,62034,62232,62604,63161
45057,61395,63100,64857,66502,68167,69763,71723,73498,75872,77767,NA,NA,NA,NA,NA,NA
45057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76652,76945,77758,79193,80520,83160
45059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66537,66533,66419,66258,66207,66533
45059,69690,69983,69724,69620,69246,69392,69486,69626,69938,70045,NA,NA,NA,NA,NA,NA
45061,20136,20053,20102,20147,20333,20286,20240,20119,20005,19722,NA,NA,NA,NA,NA,NA
45061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19220,19202,18917,18669,18407,18343
45063,216832,219820,222218,225953,229522,233406,239011,243973,249744,255607,NA,NA,NA,NA,NA,NA
45063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262391,263325,266383,270114,273604,277888
45065,9985,10115,10133,10157,9952,9999,10085,10076,10137,10140,NA,NA,NA,NA,NA,NA
45065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10233,10230,10056,9949,9932,9846
45067,35473,35164,34860,34773,34690,34466,34153,34062,33967,33468,NA,NA,NA,NA,NA,NA
45067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33062,32958,32760,32391,32013,31933
45069,28797,28547,28470,28276,28087,27578,28899,28911,28685,28783,NA,NA,NA,NA,NA,NA
45069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28933,28907,28484,28157,27999,27924
45071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37508,37559,37491,37563,37568,37783
45071,36030,36271,36592,36685,36908,37114,37607,38104,38371,38763,NA,NA,NA,NA,NA,NA
45073,66415,66929,67713,68146,68613,69292,69947,70687,71093,71514,NA,NA,NA,NA,NA,NA
45073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74273,74364,74226,74583,74913,75192
45075,91486,91261,91138,90948,90568,90764,89844,90615,90601,90112,NA,NA,NA,NA,NA,NA
45075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92501,92312,91755,91429,90726,90090
45077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119224,119215,119426,119656,119222,120368
45077,111086,111511,111596,112310,113062,113729,114948,116113,117525,118144,NA,NA,NA,NA,NA,NA
45079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384504,385800,389600,393677,397893,401566
45079,321577,326471,329835,335370,343136,345398,351707,360159,366432,372023,NA,NA,NA,NA,NA,NA
45081,19183,19120,19043,18891,18649,18801,18910,18958,18973,19094,NA,NA,NA,NA,NA,NA
45081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19875,19909,19867,19963,20100,20026
45083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284307,284767,286092,288421,290818,293542
45083,254418,256794,259155,261085,263028,265919,270735,276725,282520,286822,NA,NA,NA,NA,NA,NA
45085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107456,107581,107350,108060,108002,107919
45085,104655,104233,104901,104891,105245,104885,104291,104223,104313,104495,NA,NA,NA,NA,NA,NA
45087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28961,28909,28655,28222,27982,27876
45087,29880,29543,29252,28881,28460,28235,28055,27706,27644,27362,NA,NA,NA,NA,NA,NA
45089,37134,36652,36127,35281,35244,34741,35233,35270,34909,34445,NA,NA,NA,NA,NA,NA
45089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34423,34336,34113,33592,33066,32695
45091,165723,169534,173729,178008,182992,189505,199590,210624,220032,227003,NA,NA,NA,NA,NA,NA
45091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226073,226913,230183,234566,239415,245346
46000,755694,758983,762107,766975,774283,780084,788519,797035,804532,812383,NA,NA,NA,NA,NA,NA
46003,3060,2982,2921,2928,2942,2886,2887,2865,2886,2868,NA,NA,NA,NA,NA,NA
46003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2710,2709,2722,2751,2718,2745
46005,16983,16806,16522,16154,15921,15754,15501,15760,15946,16266,NA,NA,NA,NA,NA,NA
46005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17398,17412,17732,18000,18299,18169
46007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431,3442,3437,3438,3451,3430
46007,3573,3509,3501,3484,3482,3499,3421,3407,3367,3348,NA,NA,NA,NA,NA,NA
46009,7248,7178,7093,7073,6994,6960,7140,7013,7008,6995,NA,NA,NA,NA,NA,NA
46009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7070,7059,7029,7038,7010,7023
46011,28295,28356,28539,28605,28645,28559,29198,29517,29854,30056,NA,NA,NA,NA,NA,NA
46011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31965,32020,32130,32686,33087,33314
46013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36531,36626,36931,37514,38162,38408
46013,35382,35111,34904,34842,34862,34869,34907,35077,35024,35204,NA,NA,NA,NA,NA,NA
46015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5255,5266,5306,5304,5372,5309
46015,5351,5231,5144,5148,5129,5111,5090,5165,5204,5275,NA,NA,NA,NA,NA,NA
46017,2008,2040,2032,2052,2070,2069,2105,2079,2136,2067,NA,NA,NA,NA,NA,NA
46017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912,1942,1986,2026,2033,2077
46019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10110,10126,10307,10238,10325,10298
46019,9111,9092,8973,9070,9107,9192,9237,9480,9603,9577,NA,NA,NA,NA,NA,NA
46021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1466,1474,1416,1389,1347,1386
46021,1780,1748,1704,1642,1589,1520,1452,1390,1355,1344,NA,NA,NA,NA,NA,NA
46023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9129,9145,9192,9210,9211,9287
46023,9335,9196,9147,9041,9010,9081,9046,8960,8925,8984,NA,NA,NA,NA,NA,NA
46025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3691,3701,3596,3583,3628,3645
46025,4121,4111,3941,3863,3772,3671,3532,3502,3477,3431,NA,NA,NA,NA,NA,NA
46027,13498,13570,13413,13396,13261,13278,13332,13458,13597,13490,NA,NA,NA,NA,NA,NA
46027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13864,13846,14035,14091,13937,13932
46029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27227,27218,27399,27581,27855,27938
46029,25899,25898,25873,25852,25830,25836,26109,26309,26223,26168,NA,NA,NA,NA,NA,NA
46031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4050,4067,4047,4082,4230,4182
46031,4195,4172,4224,4261,4290,4252,4088,4177,4120,4093,NA,NA,NA,NA,NA,NA
46033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8216,8269,8335,8315,8424,8445
46033,7287,7334,7474,7565,7724,7713,7888,7885,7917,7924,NA,NA,NA,NA,NA,NA
46035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19504,19515,19615,19798,19839,19885
46035,18727,18781,18727,18712,18859,18826,19041,18967,18898,18929,NA,NA,NA,NA,NA,NA
46037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5710,5715,5763,5636,5617,5588
46037,6243,6091,6023,5890,5822,5796,5710,5647,5525,5509,NA,NA,NA,NA,NA,NA
46039,4493,4459,4430,4337,4263,4282,4269,4202,4233,4203,NA,NA,NA,NA,NA,NA
46039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4364,4348,4368,4368,4303,4312
46041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5301,5329,5407,5544,5606,5662
46041,5984,6030,6030,6126,6084,6109,6053,5988,5915,5969,NA,NA,NA,NA,NA,NA
46043,3439,3413,3338,3277,3255,3212,3093,3043,2968,2933,NA,NA,NA,NA,NA,NA
46043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3002,2993,2993,2972,3017,2973
46045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4071,4075,4061,4028,4035,3983
46045,4353,4290,4212,4163,4069,4074,3979,3949,3967,3935,NA,NA,NA,NA,NA,NA
46047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7094,7121,6984,6999,6837,6845
46047,7400,7356,7262,7265,7251,7313,7267,7211,7167,7241,NA,NA,NA,NA,NA,NA
46049,2626,2541,2494,2450,2378,2325,2290,2279,2276,2210,NA,NA,NA,NA,NA,NA
46049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2364,2367,2374,2379,2380,2357
46051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7356,7346,7259,7268,7289,7241
46051,7832,7678,7622,7614,7456,7288,7203,7154,7110,7068,NA,NA,NA,NA,NA,NA
46053,4760,4595,4482,4393,4301,4217,4123,4052,4022,4003,NA,NA,NA,NA,NA,NA
46053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4271,4258,4220,4248,4231,4217
46055,2176,2133,2075,2032,1981,1917,1854,1813,1786,1777,NA,NA,NA,NA,NA,NA
46055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,1923,1910,1909,1888,1847
46057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5903,5915,5950,5941,5952,5989
46057,5549,5542,5543,5520,5507,5560,5518,5611,5657,5754,NA,NA,NA,NA,NA,NA
46059,3712,3628,3548,3486,3339,3301,3279,3263,3259,3238,NA,NA,NA,NA,NA,NA
46059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431,3429,3441,3385,3396,3345
46061,3154,3289,3335,3407,3615,3646,3560,3584,3584,3553,NA,NA,NA,NA,NA,NA
46061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3331,3348,3390,3394,3407,3419
46063,1341,1317,1283,1281,1215,1180,1187,1166,1139,1123,NA,NA,NA,NA,NA,NA
46063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1255,1245,1294,1315,1264,1250
46065,16488,16390,16551,16566,16669,16780,16798,16940,16793,16969,NA,NA,NA,NA,NA,NA
46065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17022,17062,17283,17441,17466,17642
46067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7343,7333,7195,7206,7170,7200
46067,8069,7916,7774,7714,7582,7492,7343,7290,7190,7124,NA,NA,NA,NA,NA,NA
46069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1420,1416,1395,1431,1387,1396
46069,1666,1612,1552,1578,1601,1579,1502,1436,1395,1393,NA,NA,NA,NA,NA,NA
46071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031,3047,3172,3177,3231,3274
46071,2940,2809,2799,2810,2786,2788,2749,2746,2660,2658,NA,NA,NA,NA,NA,NA
46073,2279,2236,2199,2147,2083,2075,2020,1959,1961,1953,NA,NA,NA,NA,NA,NA
46073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2071,2084,2067,2040,2058,2007
46075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006,1007,1020,1010,996,975
46075,1184,1142,1124,1086,1086,1055,1072,1040,1015,1037,NA,NA,NA,NA,NA,NA
46077,5810,5667,5579,5508,5404,5430,5355,5324,5307,5308,NA,NA,NA,NA,NA,NA
46077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5148,5136,5176,5240,5080,5075
46079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11200,11275,11601,11832,12078,12368
46079,11245,11252,11108,11019,10937,11028,11145,11494,11841,11994,NA,NA,NA,NA,NA,NA
46081,21763,21705,21696,22016,22459,22698,22945,23292,23362,23498,NA,NA,NA,NA,NA,NA
46081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24097,24170,24303,24360,24899,24657
46083,24529,26169,27722,29226,31648,33673,35707,37750,39685,41218,NA,NA,NA,NA,NA,NA
46083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44828,45150,46744,48302,49886,51548
46085,3909,3898,3899,3911,3896,3839,3854,3881,3809,3891,NA,NA,NA,NA,NA,NA
46085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3755,3770,3833,3793,3881,3877
46087,5849,5868,5787,5790,5821,5809,5692,5725,5640,5619,NA,NA,NA,NA,NA,NA
46087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5618,5608,5568,5603,5647,5649
46089,2890,2826,2769,2724,2653,2612,2551,2489,2485,2439,NA,NA,NA,NA,NA,NA
46089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2459,2454,2445,2429,2439,2429
46091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4656,4642,4615,4656,4745,4683
46091,4581,4457,4341,4266,4339,4373,4318,4243,4237,4160,NA,NA,NA,NA,NA,NA
46093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25434,25504,25593,25924,26567,26951
46093,24214,24203,24404,24382,24613,24487,24295,24082,23852,23916,NA,NA,NA,NA,NA,NA
46095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2048,2037,2111,2092,2081,2100
46095,2088,2072,2045,2068,2016,2027,2033,2049,2007,2042,NA,NA,NA,NA,NA,NA
46097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2389,2382,2343,2323,2335,2316
46097,2882,2811,2750,2623,2580,2532,2494,2433,2393,2420,NA,NA,NA,NA,NA,NA
46099,149117,152714,155817,159575,163350,167375,172333,176125,179862,183048,NA,NA,NA,NA,NA,NA
46099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169468,169992,171963,175511,179724,182882
46101,6580,6581,6504,6447,6481,6495,6482,6512,6438,6375,NA,NA,NA,NA,NA,NA
46101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6486,6495,6498,6447,6416,6367
46103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100948,101279,102426,104552,106372,108242
46103,88794,89974,90831,91467,92890,93488,94817,96517,98845,100850,NA,NA,NA,NA,NA,NA
46105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2982,2974,3005,3020,3035,3033
46105,3340,3274,3242,3131,3031,2964,2954,2929,2900,2869,NA,NA,NA,NA,NA,NA
46107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2329,2338,2361,2349,2369,2340
46107,2673,2562,2499,2470,2409,2316,2265,2192,2110,2053,NA,NA,NA,NA,NA,NA
46109,10002,10015,9841,9964,10006,9900,9933,9942,9951,9933,NA,NA,NA,NA,NA,NA
46109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10149,10182,10307,10348,10305,10374
46111,2674,2575,2569,2605,2585,2503,2460,2453,2444,2432,NA,NA,NA,NA,NA,NA
46111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2355,2358,2363,2325,2324,2336
46113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13586,13649,13917,14076,14166,14218
46113,12556,12668,12982,13132,13157,13352,13637,13606,13641,13727,NA,NA,NA,NA,NA,NA
46115,7420,7213,7090,6959,6902,6831,6785,6630,6563,6554,NA,NA,NA,NA,NA,NA
46115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6415,6410,6503,6652,6599,6598
46117,2775,2731,2699,2724,2790,2758,2768,2797,2762,2792,NA,NA,NA,NA,NA,NA
46117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2966,2989,2989,2977,2984,2983
46119,1548,1532,1482,1427,1398,1391,1403,1413,1362,1348,NA,NA,NA,NA,NA,NA
46119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1373,1374,1387,1445,1464,1438
46121,9084,9234,9369,9448,9710,9801,9887,10104,10096,10095,NA,NA,NA,NA,NA,NA
46121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9612,9637,9865,9935,9977,9882
46123,6386,6269,6234,6154,6032,6015,5910,5735,5603,5541,NA,NA,NA,NA,NA,NA
46123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5644,5639,5605,5485,5506,5512
46125,8849,8742,8569,8560,8506,8402,8340,8361,8316,8237,NA,NA,NA,NA,NA,NA
46125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8347,8349,8375,8332,8365,8272
46127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14399,14480,14601,14841,14804,15029
46127,12589,12639,12815,13001,13178,13332,13643,13983,14189,14589,NA,NA,NA,NA,NA,NA
46129,5925,5791,5662,5497,5457,5426,5376,5271,5258,5228,NA,NA,NA,NA,NA,NA
46129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5438,5446,5569,5460,5505,5511
46135,21606,21471,21482,21529,21670,21617,21658,21710,21883,21986,NA,NA,NA,NA,NA,NA
46135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22438,22455,22507,22591,22664,22684
46137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2801,2820,2837,2869,2835,2826
46137,2475,2488,2512,2522,2535,2545,2636,2609,2529,2552,NA,NA,NA,NA,NA,NA
47000,5703243,5755443,5803306,5856522,5916762,5995748,6089453,6172862,6240456,6296254,NA,NA,NA,NA,NA,NA
47001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75129,75146,75212,75349,75494,75528
47001,71229,71323,71354,71382,71338,71747,72810,73322,74182,74849,NA,NA,NA,NA,NA,NA
47003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45058,45112,45313,45400,45849,46627
47003,37822,38538,39185,40002,40981,42147,43444,44531,45384,45947,NA,NA,NA,NA,NA,NA
47005,16535,16626,16479,16381,16322,16265,16139,16152,16071,16025,NA,NA,NA,NA,NA,NA
47005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16489,16500,16428,16369,16282,16145
47007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12876,12866,12834,12781,13786,13931
47007,12414,12476,12457,12523,12634,12702,12867,13056,13114,12967,NA,NA,NA,NA,NA,NA
47009,106212,107929,109512,111091,113051,115174,118037,119828,121622,122784,NA,NA,NA,NA,NA,NA
47009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123010,123151,123625,124016,125045,126339
47011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98963,99142,99911,101117,101873,102975
47011,88203,88859,89557,90089,91162,92264,93804,95497,96644,97710,NA,NA,NA,NA,NA,NA
47013,39861,39805,39839,39960,40387,40412,40505,40562,40781,40970,NA,NA,NA,NA,NA,NA
47013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40716,40704,40559,40429,40195,39918
47015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13801,13793,13742,13842,13797,13757
47015,12906,12987,12961,13009,13103,13136,13266,13430,13834,13860,NA,NA,NA,NA,NA,NA
47017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28522,28479,28587,28623,28496,28370
47017,29477,29512,29215,29205,29099,28695,28775,28783,28658,28517,NA,NA,NA,NA,NA,NA
47019,56834,56875,56830,58260,58412,58666,58956,58938,59172,59043,NA,NA,NA,NA,NA,NA
