fips,state_fips,county_fips,areaname,state_name,county_name,fipsst,fipsco,region,division,pop1970,pop1971,pop1972,pop1973,pop1974,pop1975,pop1976,pop1977,pop1978,pop1979,pop1980,pop1981,pop1982,pop1983,pop1984,pop1985,pop1986,pop1987,pop1988,pop1989,pop1990,pop1991,pop1992,pop1993,pop1994,pop1995,pop1996,pop1997,pop1998,pop1999,pop2000,pop2001,pop2002,pop2003,pop2004,pop2005,pop2006,pop2007,pop2008,pop2009,pop19904,pop20104,base20104,pop2010,pop2011,pop2012,pop2013,pop2014
13151,13,13151,"Henry County, Georgia",Georgia,Henry County,13,13151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203922,203879,205206,207071,208443,210755,213869
13153,13,153,Houston County,Georgia,Houston County,13,153,3,5,62924,65900,66200,68200,70400,72100,73200,73900,74900,76600,77605,80235,80598,81590,81631,82850,84060,85577,86741,88242,89662,91287,93187,95312,98009,99173,101131,103778,105638,107644,111248,113289,116390,119996,123811,125862,128214,131291,133470,135715,89208,NA,NA,NA,NA,NA,NA,NA
13153,13,13153,"Houston County, Georgia",Georgia,Houston County,13,13153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139900,139910,140721,144161,146200,147919,149111
13155,13,13155,"Irwin County, Georgia",Georgia,Irwin County,13,13155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9538,9538,9601,9692,9600,9412,9104
13155,13,155,Irwin County,Georgia,Irwin County,13,155,3,5,8036,8500,8300,8500,8500,8600,8700,8700,9000,9000,8988,8860,8892,8985,8970,8880,8821,8845,8809,8718,8626,8626,8604,8593,8539,8694,8791,8955,9048,9181,9959,9984,9962,10007,9692,10106,10227,9967,10303,10086,8649,NA,NA,NA,NA,NA,NA,NA
13157,13,157,Jackson County,Georgia,Jackson County,13,157,3,5,21093,21900,22400,23100,23500,23900,24300,24600,24700,25300,25343,25880,26228,26514,26821,27504,27907,28556,29095,29684,30168,30767,31381,32032,33020,33869,35185,36431,37711,39057,41895,43631,45467,46952,49308,51949,55777,59727,62224,63544,30005,NA,NA,NA,NA,NA,NA,NA
13157,13,13157,"Jackson County, Georgia",Georgia,Jackson County,13,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60485,60485,60777,60551,60472,60971,61870
13159,13,13159,"Jasper County, Georgia",Georgia,Jasper County,13,13159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13900,13900,13885,13778,13596,13543,13432
13159,13,159,Jasper County,Georgia,Jasper County,13,159,3,5,5760,6100,6200,6700,7100,7400,7600,7800,8000,8200,7553,7516,7486,7583,7713,7679,7733,7968,8049,8328,8482,8563,8695,8853,8956,9138,9498,9870,10166,10589,11488,11631,12028,12440,12615,13025,13432,13660,13869,13953,8453,NA,NA,NA,NA,NA,NA,NA
13161,13,161,Jeff Davis County,Georgia,Jeff Davis County,13,161,3,5,9425,10000,10000,10600,11000,11100,11500,11600,11500,11400,11473,11623,11736,11656,11880,11813,11845,11822,12037,12064,12039,12047,12090,12149,12338,12407,12525,12681,12707,12714,12720,12721,12794,12797,12861,13017,13186,13237,13462,13659,12032,NA,NA,NA,NA,NA,NA,NA
13161,13,13161,"Jeff Davis County, Georgia",Georgia,Jeff Davis County,13,13161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15068,15068,15091,15088,15114,14986,14859
13163,13,13163,"Jefferson County, Georgia",Georgia,Jefferson County,13,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16930,16930,16919,16816,16422,16342,16272
13163,13,163,Jefferson County,Georgia,Jefferson County,13,163,3,5,17174,16900,16900,17400,17500,17600,17700,17800,17800,18200,18403,18282,18362,18317,18259,18202,18075,17983,17704,17565,17394,17506,17466,17556,17560,17704,17798,17793,17829,17858,17246,17080,16999,16840,16752,16614,16515,16385,16409,16478,17408,NA,NA,NA,NA,NA,NA,NA
13165,13,13165,"Jenkins County, Georgia",Georgia,Jenkins County,13,13165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8340,8340,8321,8122,9133,9268,9125
13165,13,165,Jenkins County,Georgia,Jenkins County,13,165,3,5,8332,8300,8300,8400,8300,8200,8300,8300,8500,8600,8841,8834,8719,8688,8654,8644,8555,8407,8361,8320,8246,8338,8505,8516,8556,8609,8447,8451,8446,8401,8594,8607,8588,8560,8540,8581,8613,8542,8472,8450,8247,NA,NA,NA,NA,NA,NA,NA
13167,13,167,Johnson County,Georgia,Johnson County,13,167,3,5,7727,7700,8100,8000,8100,8300,8400,8600,8500,8600,8660,8664,8635,8609,8571,8627,8510,8401,8410,8399,8345,8383,8267,8412,8376,8354,8328,8348,8293,8293,8558,8474,8921,8906,9025,8893,8970,9414,9435,9300,8329,NA,NA,NA,NA,NA,NA,NA
13167,13,13167,"Johnson County, Georgia",Georgia,Johnson County,13,13167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9980,9984,9973,9918,9882,9776,9701
13169,13,169,Jones County,Georgia,Jones County,13,169,3,5,12270,13800,14400,14000,14300,14800,15200,15500,15900,16000,16579,17087,17540,18108,18712,19075,19388,19855,20177,20504,20798,20937,21257,21425,21631,22008,22245,22607,22997,23307,23699,24160,24679,25401,26102,26652,26924,27279,27684,27740,20739,NA,NA,NA,NA,NA,NA,NA
13169,13,13169,"Jones County, Georgia",Georgia,Jones County,13,13169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28669,28669,28656,28910,28795,28769,28787
13171,13,13171,"Lamar County, Georgia",Georgia,Lamar County,13,13171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18317,18317,18268,18178,18039,17946,18207
13171,13,171,Lamar County,Georgia,Lamar County,13,171,3,5,10688,11100,11300,11100,11400,11600,11700,11700,11800,12100,12215,12210,12041,12132,12299,12474,12570,13029,13004,13046,13044,13208,13438,13431,13709,13820,13974,14441,14700,15010,15969,16338,16131,16239,16286,16566,16642,16930,17363,17550,13038,NA,NA,NA,NA,NA,NA,NA
13173,13,173,Lanier County,Georgia,Lanier County,13,173,3,5,5031,5200,5200,5100,5300,5200,5200,5400,5400,5600,5654,5680,5716,5692,5692,5768,5740,5760,5657,5578,5534,5663,5730,5922,6104,6300,6599,6767,6988,6959,7252,7104,7155,7354,7304,7398,7677,8015,8320,8423,5531,NA,NA,NA,NA,NA,NA,NA
13173,13,13173,"Lanier County, Georgia",Georgia,Lanier County,13,13173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10078,10074,10099,10468,10444,10398,10373
13175,13,175,Laurens County,Georgia,Laurens County,13,175,3,5,32738,33200,33900,34400,34300,34900,35300,36000,36700,37400,36990,37455,37830,38016,38532,38647,38878,39395,39463,40083,39972,40397,40889,41535,42085,42594,43062,43287,43687,43927,44957,45142,45606,46210,46240,46629,47158,47480,47986,48295,39988,NA,NA,NA,NA,NA,NA,NA
13175,13,13175,"Laurens County, Georgia",Georgia,Laurens County,13,13175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48434,48434,48389,48003,47970,47927,47851
13177,13,13177,"Lee County, Georgia",Georgia,Lee County,13,13177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28298,28298,28431,28614,28727,29061,29191
13177,13,177,Lee County,Georgia,Lee County,13,177,3,5,7044,7400,7500,9100,9400,9700,10000,10500,10800,11400,11684,12459,12837,13435,14381,14839,15186,15457,15641,16014,16315,16716,17361,18266,18873,19781,20701,21904,22767,23341,24884,26745,27727,28837,29926,30881,32180,33028,33804,34410,16250,NA,NA,NA,NA,NA,NA,NA
13179,13,179,Liberty County,Georgia,Liberty County,13,179,3,5,17569,18000,18100,17500,17500,21300,25100,29600,33800,35000,37583,41530,43543,42449,44601,45577,46210,48696,49976,51779,52848,53562,57342,56568,58741,58506,59010,60040,59081,59694,61448,60435,61570,60714,62119,63011,60362,60542,58871,62186,52745,NA,NA,NA,NA,NA,NA,NA
13179,13,13179,"Liberty County, Georgia",Georgia,Liberty County,13,13179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63453,63469,62686,65115,65391,64057,65198
13181,13,181,Lincoln County,Georgia,Lincoln County,13,181,3,5,5895,6000,6100,6400,6400,6500,6600,6800,6800,6900,6716,6765,6731,6753,6833,7020,7082,7193,7245,7333,7465,7525,7630,7822,7865,7967,8033,8094,8226,8339,8351,8377,8353,8319,8207,8168,8076,8031,8003,7913,7442,NA,NA,NA,NA,NA,NA,NA
13181,13,13181,"Lincoln County, Georgia",Georgia,Lincoln County,13,13181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7996,7996,7991,7898,7770,7719,7622
